id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.7,91,0,23.9072,0,1611589086,986059,1611589086986,1611589087178,192,0
1,30.7,90,0,23.6386,0,1611589103,525057,1611589103525,1611589103663,138,54
2,30.8,90,0,22.5397,0,1611589120,65058,1611589120065,1611589120254,189,51
3,30.8,90,0,23.8339,0,1611589136,604056,1611589136604,1611589136738,134,55
4,30.8,90,0,23.37,0,1611589153,144058,1611589153144,1611589153327,183,49
5,30.8,90,0,23.4921,0,1611589169,685055,1611589169685,1611589169812,127,56
6,30.8,91,0,23.0525,0,1611589186,224057,1611589186224,1611589186402,178,51
7,30.8,91,0,23.5897,0,1611589202,764055,1611589202764,1611589202888,124,54
8,30.9,90,0,22.7839,0,1611589219,303057,1611589219303,1611589219479,176,52
9,31,91,0,23.0525,0,1611589235,843054,1611589235843,1611589235965,122,54
10,31,92,0,22.3199,0,1611589252,383056,1611589252383,1611589252553,170,48
11,31.1,92,0,21.6361,0,1611589268,923054,1611589268923,1611589269040,117,53
12,31,92,0,20.5372,0,1611589285,463055,1611589285463,1611589285626,163,46
13,31,92,0,20.3419,0,1611589302,2053,1611589302002,1611589302112,110,53
14,31,92,0,21.514,0,1611589318,542055,1611589318542,1611589318702,160,50
