id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.299999,93,0,19.853479,0,1611420304,782719,1611420304782,1611420304865,83,0
1,30.299999,92,0,19.1453,0,1611420316,819721,1611420316819,1611420316936,117,34
2,30.4,93,0,17.826618,0,1611420328,854723,1611420328854,1611420328917,63,54
3,30.299999,92,0,17.289377,0,1611420340,890721,1611420340890,1611420341000,110,47
4,30.200001,93,0,17.167276,0,1611420352,926722,1611420352926,1611420352984,58,52
5,30.299999,93,0,17.264957,0,1611420364,962720,1611420364962,1611420365064,102,44
6,30.4,92,0,18.388279,0,1611420376,999722,1611420376999,1611420377045,46,56
7,30.299999,92,0,19.194139,0,1611420389,35720,1611420389035,1611420389064,29,17
8,30.299999,93,0,19.658119,0,1611420401,69721,1611420401069,1611420401210,141,112
9,30.4,93,0,19.633699,0,1611420413,105719,1611420413105,1611420413133,28,113
10,30.299999,92,0,18.827839,0,1611420425,141721,1611420425141,1611420425275,134,106
11,30.299999,92,0,18.876678,0,1611420437,176719,1611420437176,1611420437254,78,56
12,30.299999,92,0,18.315018,0,1611420449,212719,1611420449212,1611420449338,126,48
13,30.299999,92,0,17.924297,0,1611420461,248717,1611420461248,1611420461318,70,56
14,30.4,93,0,17.582418,0,1611420473,284720,1611420473284,1611420473401,117,47
