id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.2,95,0,15.97,0,1611250245,967754,1611250245967,1611250246215,248,0
1,30.2,95,0,16.04,0,1611250256,999760,1611250256999,1611250257248,249,1
2,30.1,95,0,16.02,0,1611250268,30758,1611250268030,1611250268278,248,1
3,30.1,95,0,16.14,0,1611250279,61760,1611250279061,1611250279308,247,1
4,30.2,95,0,15.8,0,1611250290,92757,1611250290092,1611250290339,247,0
5,30.1,95,0,15.56,0,1611250301,123759,1611250301123,1611250301371,248,1
6,30.2,95,0,15.97,0,1611250312,154757,1611250312154,1611250312400,246,2
7,30.2,95,0,15.95,0,1611250323,185759,1611250323185,1611250323432,247,1
8,30.2,95,0,16.09,0,1611250334,216756,1611250334216,1611250334462,246,1
9,30.3,95,0,16.04,0,1611250345,246758,1611250345246,1611250345491,245,1
10,30.3,95,0,16,0,1611250356,277756,1611250356277,1611250356522,245,0
11,30.3,95,0,16.02,0,1611250367,307758,1611250367307,1611250367551,244,1
12,30.4,95,0,15.97,0,1611250378,338756,1611250378338,1611250378584,246,2
13,30.4,95,0,16.09,0,1611250389,369757,1611250389369,1611250389612,243,3
14,30.4,95,0,16.09,0,1611250400,400766,1611250400400,1611250400643,243,0
