id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,31,92,0,17.3382,0,1611589521,107407,1611589521107,1611589521246,139,0
1,30.9,90,0,17.6557,0,1611589535,898409,1611589535898,1611589535993,95,44
2,31,91,0,18.3639,0,1611589550,688407,1611589550688,1611589550738,50,45
3,31.1,91,0,17.9487,0,1611589565,477408,1611589565477,1611589565587,110,60
4,31.1,91,0,16.4103,0,1611589580,266406,1611589580266,1611589580340,74,36
5,31,92,0,16.6545,0,1611589595,56408,1611589595056,1611589595179,123,49
6,31.1,92,0,15.2381,0,1611589609,846405,1611589609846,1611589609925,79,44
7,30.9,91,0,16.5324,0,1611589624,636407,1611589624636,1611589624773,137,58
8,31,92,0,15.3358,0,1611589639,426405,1611589639426,1611589639518,92,45
9,31,92,0,16.044,0,1611589654,216407,1611589654216,1611589654265,49,43
10,31,93,0,16.8742,0,1611589669,6404,1611589669006,1611589669110,104,55
11,31,91,0,17.0696,0,1611589683,795406,1611589683795,1611589683859,64,40
12,31.1,92,0,18.0952,0,1611589698,585404,1611589698585,1611589698707,122,58
13,31,91,0,17.7534,0,1611589713,375413,1611589713375,1611589713450,75,47
14,31,90,0,18.5836,0,1611589728,165403,1611589728165,1611589728297,132,57
