id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,19.267399,0,1611248868,953169,1611248868953,1611248869177,224,0
1,30,95,0,18.97436,0,1611248878,981171,1611248878981,1611248879017,36,188
2,30.1,95,0,18.363859,0,1611248889,8173,1611248889008,1611248889041,33,3
3,30.1,95,0,16.483517,0,1611248899,35171,1611248899035,1611248899069,34,1
4,30.1,95,0,17.631258,0,1611248909,63172,1611248909063,1611248909095,32,2
5,30.1,95,0,16.800978,0,1611248919,90170,1611248919090,1611248919122,32,0
6,30.1,95,0,17.020758,0,1611248929,117172,1611248929117,1611248929148,31,1
7,30.1,95,0,16.727716,0,1611248939,144170,1611248939144,1611248939175,31,0
8,30.1,95,0,17.582418,0,1611248949,171172,1611248949171,1611248949201,30,1
9,30.200001,95,0,17.533577,0,1611248959,198169,1611248959198,1611248959227,29,1
10,30.200001,95,0,16.483517,0,1611248969,225171,1611248969225,1611248969253,28,1
11,30.1,95,0,16.483517,0,1611248979,251169,1611248979251,1611248979280,29,1
12,30.200001,95,0,12.967033,0,1611248989,278171,1611248989278,1611248989307,29,0
13,30.1,95,0,13.577534,0,1611248999,305169,1611248999305,1611248999334,29,0
14,30.200001,95,0,10.769231,0,1611249009,332170,1611249009332,1611249009360,28,1
