id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,31.1,90,0,16.117216,0,1611590892,127311,1611590892127,1611590892268,141,0
1,31.1,90,0,15.677655,0,1611590906,917312,1611590906917,1611590907014,97,44
2,31.1,90,0,15.628816,0,1611590921,706302,1611590921706,1611590921861,155,58
3,31.1,91,0,12.039072,0,1611590936,496303,1611590936496,1611590936607,111,44
4,31.1,91,0,13.797314,0,1611590951,286301,1611590951286,1611590951455,169,58
5,31.1,91,0,12.478633,0,1611590966,75303,1611590966075,1611590966200,125,44
6,31.1,91,0,15.775335,0,1611590980,865300,1611590980865,1611590980946,81,44
7,31.1,90,0,13.553114,0,1611590995,655302,1611590995655,1611590995794,139,58
8,31.1,90,0,15.091575,0,1611591010,445300,1611591010445,1611591010540,95,44
9,31,90,0,16.092796,0,1611591025,234310,1611591025234,1611591025387,153,58
10,31,90,0,16.532356,0,1611591040,24299,1611591040024,1611591040133,109,44
11,31.1,90,0,15.848596,0,1611591054,814301,1611591054814,1611591054982,168,59
12,31,91,0,16.800978,0,1611591069,604299,1611591069604,1611591069726,122,46
13,30.9,90,0,16.678877,0,1611591084,394300,1611591084394,1611591084472,78,44
14,30.9,90,0,16.556776,0,1611591099,184298,1611591099184,1611591099319,135,57
