id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.2,95,0,11.84,0,1611253478,898655,1611253478898,1611253478998,100,0
1,30.2,95,0,11.65,0,1611253493,434657,1611253493434,1611253493533,99,1
2,30.1,95,0,11.65,0,1611253507,969655,1611253507969,1611253508067,98,1
3,30.1,95,0,11.06,0,1611253522,505656,1611253522505,1611253522602,97,1
4,30.1,95,0,11.31,0,1611253537,41654,1611253537041,1611253537140,99,2
5,30.1,95,0,11.18,0,1611253551,577656,1611253551577,1611253551674,97,2
6,30.1,95,0,11.16,0,1611253566,113653,1611253566113,1611253566209,96,1
7,30.1,95,0,11.26,0,1611253580,649655,1611253580649,1611253580745,96,0
8,30.2,95,0,11.01,0,1611253595,185653,1611253595185,1611253595280,95,1
9,30.2,95,0,10.92,0,1611253609,721655,1611253609721,1611253609815,94,1
10,30.3,95,0,10.79,0,1611253624,256652,1611253624256,1611253624350,94,0
11,30.3,95,0,10.84,0,1611253638,792654,1611253638792,1611253638885,93,1
12,30.3,95,0,10.87,0,1611253653,328652,1611253653328,1611253653421,93,0
13,30.3,95,0,10.74,0,1611253667,864653,1611253667864,1611253667956,92,1
14,30.4,95,0,10.79,0,1611253682,399651,1611253682399,1611253682492,93,1
