id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.9,92,0,7.521368,0,1611599543,683104,1611599543683,1611599543916,233,0
1,30.9,92,0,7.667888,0,1611599555,727104,1611599555727,1611599556049,322,89
2,31,93,0,7.545787,0,1611599567,770104,1611599567770,1611599568030,260,62
3,31,92,0,7.203907,0,1611599579,815102,1611599579815,1611599580045,230,30
4,31,92,0,7.423687,0,1611599591,859110,1611599591859,1611599592197,338,108
5,31,93,0,7.716728,0,1611599603,902103,1611599603902,1611599604177,275,63
6,31,93,0,6.642247,0,1611599615,945103,1611599615945,1611599616260,315,40
7,31,93,0,7.448107,0,1611599627,988103,1611599627988,1611599628241,253,62
8,31.1,92,0,7.423687,0,1611599640,34101,1611599640034,1611599640263,229,24
9,31.1,92,0,7.277167,0,1611599652,79102,1611599652079,1611599652407,328,99
10,31.1,92,0,7.326007,0,1611599664,123101,1611599664123,1611599664388,265,63
11,31.1,91,0,7.448107,0,1611599676,166101,1611599676166,1611599676471,305,40
12,31.1,92,0,7.301587,0,1611599688,210100,1611599688210,1611599688554,344,39
13,31.1,92,0,7.448107,0,1611599700,255100,1611599700255,1611599700482,227,117
14,31,92,0,7.545787,0,1611599712,299100,1611599712299,1611599712619,320,93
