id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.2,95,0,8.4982,0,1611255220,253006,1611255220253,1611255220452,199,0
1,30.1,95,0,8.254,0,1611255233,539012,1611255233539,1611255233737,198,1
2,30.1,95,0,8.9133,0,1611255246,825010,1611255246825,1611255247021,196,2
3,30.1,95,0,9.768,0,1611255260,111024,1611255260111,1611255260307,196,0
4,30.1,95,0,8.1807,0,1611255273,397009,1611255273397,1611255273592,195,1
5,30,95,0,6.8864,0,1611255286,682011,1611255286682,1611255286876,194,1
6,30.1,95,0,9.7192,0,1611255299,968009,1611255299968,1611255300162,194,0
7,30,95,0,6.2515,0,1611255313,254010,1611255313254,1611255313449,195,1
8,30.1,95,0,6.2759,0,1611255326,538008,1611255326538,1611255326730,192,3
9,30,95,0,6.6422,0,1611255339,824010,1611255339824,1611255340017,193,1
10,30,95,0,6.2759,0,1611255353,110008,1611255353110,1611255353302,192,1
11,29.9,95,0,6.4957,0,1611255366,396009,1611255366396,1611255366586,190,2
12,29.9,95,0,6.6422,0,1611255379,682007,1611255379682,1611255379873,191,1
13,29.9,95,0,6.3736,0,1611255392,968009,1611255392968,1611255393159,191,0
14,29.9,95,0,6.6911,0,1611255406,254007,1611255406254,1611255406444,190,1
