id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.3,95,0,20.4151,0,1611248047,416173,1611248047416,1611248047527,111,0
1,30.3,95,0,20.1954,0,1611248057,194175,1611248057194,1611248057257,63,48
2,30.2,95,0,21.3675,0,1611248066,971177,1611248066971,1611248067031,60,3
3,30.1,95,0,21.5873,0,1611248076,748175,1611248076748,1611248076808,60,0
4,30.2,95,0,21.514,0,1611248086,525176,1611248086525,1611248086584,59,1
5,30.2,95,0,21.2698,0,1611248096,302174,1611248096302,1611248096361,59,0
6,30.1,95,0,20.0733,0,1611248106,79176,1611248106079,1611248106137,58,1
7,30.1,95,0,19.0965,0,1611248115,856180,1611248115856,1611248115913,57,1
8,30.1,95,0,20.757,0,1611248125,632176,1611248125632,1611248125690,58,1
9,30.1,95,0,21.0989,0,1611248135,409173,1611248135409,1611248135466,57,1
10,30.1,95,0,19.4872,0,1611248145,186175,1611248145186,1611248145242,56,1
11,30.1,95,0,19.707,0,1611248154,963173,1611248154963,1611248155019,56,0
12,30.1,95,0,20.1954,0,1611248164,740175,1611248164740,1611248164796,56,0
13,29.9,95,0,20,0,1611248174,517173,1611248174517,1611248174572,55,1
14,30.1,95,0,19.7802,0,1611248184,294175,1611248184294,1611248184349,55,0
