id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.4,95,0,12.820513,0,1611253144,57263,1611253144057,1611253144115,58,0
1,30.4,95,0,13.699634,0,1611253154,339261,1611253154339,1611253154396,57,1
2,30.4,95,0,12.942613,0,1611253164,620263,1611253164620,1611253164677,57,0
3,30.4,95,0,12.893773,0,1611253174,901261,1611253174901,1611253174957,56,1
4,30.4,95,0,11.990232,0,1611253185,182262,1611253185182,1611253185238,56,0
5,30.4,95,0,12.893773,0,1611253195,462260,1611253195462,1611253195517,55,1
6,30.4,95,0,13.284493,0,1611253205,743262,1611253205743,1611253205798,55,0
7,30.4,95,0,13.479854,0,1611253216,24260,1611253216024,1611253216081,57,2
8,30.4,95,0,12.380953,0,1611253226,305262,1611253226305,1611253226359,54,3
9,30.4,95,0,13.308913,0,1611253236,586259,1611253236586,1611253236640,54,0
10,30.4,95,0,12.014652,0,1611253246,867261,1611253246867,1611253246921,54,0
11,30.4,95,0,13.211233,0,1611253257,148259,1611253257148,1611253257201,53,1
12,30.4,95,0,12.161172,0,1611253267,429261,1611253267429,1611253267482,53,0
13,30.4,95,0,12.942613,0,1611253277,710259,1611253277710,1611253277762,52,1
14,30.4,95,0,12.942613,0,1611253287,991260,1611253287991,1611253288043,52,0
