id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.2,95,0,5.6899,0,1611255821,892700,1611255821892,1611255822086,194,0
1,30.3,95,0,5.1282,0,1611255832,679702,1611255832679,1611255832808,129,65
2,30.3,95,0,5.4212,0,1611255843,465704,1611255843465,1611255843593,128,1
3,30.3,95,0,5.4945,0,1611255854,251702,1611255854251,1611255854379,128,0
4,30.3,95,0,5.7631,0,1611255865,38703,1611255865038,1611255865166,128,0
5,30.3,95,0,5.5189,0,1611255875,824701,1611255875824,1611255875951,127,1
6,30.3,95,0,5.1526,0,1611255886,610703,1611255886610,1611255886737,127,0
7,30.4,95,0,4.9084,0,1611255897,396701,1611255897396,1611255897524,128,1
8,30.4,95,0,5.177,0,1611255908,182703,1611255908182,1611255908388,206,78
9,30.3,95,0,5.2991,0,1611255918,968700,1611255918968,1611255919096,128,78
10,30.2,95,0,4.7619,0,1611255929,753702,1611255929753,1611255929877,124,4
11,30.2,95,0,4.6886,0,1611255940,539700,1611255940539,1611255940664,125,1
12,30.3,95,0,4.7863,0,1611255951,325702,1611255951325,1611255951450,125,0
13,30.3,95,0,4.9084,0,1611255962,110699,1611255962110,1611255962237,127,2
14,30.2,95,0,5.2991,0,1611255972,896701,1611255972896,1611255973020,124,3
