id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.4,95,0,19.07,0,1611588481,871875,1611588481871,1611588482047,176,0
1,30.4,95,0,19.17,0,1611588494,911877,1611588494911,1611588495105,194,18
2,30.4,95,0,17.97,0,1611588507,951875,1611588507951,1611588508212,261,67
3,30.4,94,0,22.93,0,1611588520,990876,1611588520990,1611588521217,227,34
4,30.4,94,0,20.05,0,1611588534,30874,1611588534030,1611588534222,192,35
5,30.5,95,0,23.08,0,1611588547,70876,1611588547070,1611588547329,259,67
6,30.4,95,0,22.69,0,1611588560,109874,1611588560109,1611588560333,224,35
7,30.4,95,0,23.49,0,1611588573,149875,1611588573149,1611588573338,189,35
8,30.5,95,0,23.37,0,1611588586,189873,1611588586189,1611588586446,257,68
9,30.4,94,0,22.81,0,1611588599,230875,1611588599230,1611588599450,220,37
10,30.4,94,0,23.05,0,1611588612,269873,1611588612269,1611588612455,186,34
11,30.4,94,0,23.03,0,1611588625,309874,1611588625309,1611588625560,251,65
12,30.4,94,0,22.98,0,1611588638,349871,1611588638349,1611588638565,216,35
13,30.4,94,0,22.78,0,1611588651,388874,1611588651388,1611588651673,285,69
14,30.5,93,0,22.15,0,1611588664,428871,1611588664428,1611588664678,250,35
