id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
1,30.4,95,0,13.699634,0,1611253154,87267,1611253154087,1611253154144,57,0
2,30.4,95,0,12.942613,0,1611253164,368265,1611253164368,1611253164425,57,0
3,30.4,95,0,12.893773,0,1611253174,649267,1611253174649,1611253174705,56,1
4,30.4,95,0,11.990232,0,1611253184,930264,1611253184930,1611253184990,60,4
5,30.4,95,0,12.893773,0,1611253195,210266,1611253195210,1611253195265,55,5
6,30.4,95,0,13.284493,0,1611253205,491264,1611253205491,1611253205546,55,0
7,30.4,95,0,13.479854,0,1611253215,772266,1611253215772,1611253215826,54,1
8,30.4,95,0,12.380953,0,1611253226,53264,1611253226053,1611253226107,54,0
9,30.4,95,0,13.308913,0,1611253236,334278,1611253236334,1611253236389,55,1
10,30.4,95,0,12.014652,0,1611253246,615263,1611253246615,1611253246668,53,2
11,30.4,95,0,13.211233,0,1611253256,896265,1611253256896,1611253256949,53,0
12,30.4,95,0,12.161172,0,1611253267,177263,1611253267177,1611253267230,53,0
13,30.4,95,0,12.942613,0,1611253277,458265,1611253277458,1611253277511,53,0
14,30.4,95,0,12.942613,0,1611253287,739262,1611253287739,1611253287791,52,1
