id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,16.95,0,1611249657,122142,1611249657122,1611249657346,224,0
1,30.1,95,0,18.36,0,1611249669,655144,1611249669655,1611249669688,33,191
2,30.1,95,0,18.32,0,1611249682,186146,1611249682186,1611249682218,32,1
3,30.2,95,0,18.68,0,1611249694,717143,1611249694717,1611249694748,31,1
4,30.1,95,0,18.1,0,1611249707,247145,1611249707247,1611249707276,29,2
5,30.2,95,0,18.36,0,1611249719,778143,1611249719778,1611249719809,31,2
6,30.3,95,0,18.44,0,1611249732,309145,1611249732309,1611249732345,36,5
7,30.3,95,0,18.14,0,1611249744,840142,1611249744840,1611249744869,29,7
8,30.3,95,0,18.1,0,1611249757,371144,1611249757371,1611249757400,29,0
9,30.1,95,0,18.02,0,1611249769,902142,1611249769902,1611249769930,28,1
10,30.2,95,0,17.92,0,1611249782,434144,1611249782434,1611249782464,30,2
11,30.2,95,0,17.9,0,1611249794,964140,1611249794964,1611249794991,27,3
12,30.2,95,0,17.97,0,1611249807,495142,1611249807495,1611249807522,27,0
13,30.2,95,0,18.05,0,1611249820,26140,1611249820026,1611249820053,27,0
14,30.2,95,0,18.05,0,1611249832,557142,1611249832557,1611249832585,28,1
