id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,8.1319,0,1611251412,197767,1611251412197,1611251412256,59,0
1,30,95,0,8.7668,0,1611251423,229773,1611251423229,1611251423285,56,3
2,30.1,95,0,10.9646,0,1611251434,260771,1611251434260,1611251434316,56,0
3,29.9,95,0,9.768,0,1611251445,291773,1611251445291,1611251445346,55,1
4,30,95,0,8.5714,0,1611251456,322770,1611251456322,1611251456376,54,1
5,29.9,95,0,8.1319,0,1611251467,353772,1611251467353,1611251467407,54,0
6,30,95,0,9.5238,0,1611251478,384770,1611251478384,1611251478437,53,1
8,30,95,0,10.5495,0,1611251500,446769,1611251500446,1611251500499,53,0
9,30,95,0,10.3297,0,1611251511,477771,1611251511477,1611251511530,53,0
10,29.9,95,0,11.7705,0,1611251522,508769,1611251522508,1611251522561,53,0
11,29.9,95,0,15.2381,0,1611251533,539771,1611251533539,1611251533591,52,1
12,29.9,95,0,15.7265,0,1611251544,569769,1611251544569,1611251544620,51,1
13,30,95,0,16.3858,0,1611251555,600770,1611251555600,1611251555650,50,1
14,29.9,95,0,17.2161,0,1611251566,631768,1611251566631,1611251566682,51,1
