exp2/qos0_130b0ms_1.csv: 52245/52245, 0.51 ms
exp2/qos0_130b0ms_2.csv: 52320/52320, 0.52 ms
exp2/qos0_130b0ms_3.csv: 52121/52121, 0.50 ms
exp2/qos0_130b10ms_1.csv: 5727/5727, 0.94 ms
exp2/qos0_130b10ms_2.csv: 5698/5698, 1.04 ms
exp2/qos0_130b10ms_3.csv: 5729/5729, 0.88 ms
exp2/qos0_130b20ms_1.csv: 2915/2915, 1.03 ms
exp2/qos0_130b20ms_2.csv: 2910/2910, 1.11 ms
exp2/qos0_130b20ms_3.csv: 2907/2907, 1.10 ms
exp2/qos0_130b40ms_1.csv: 1477/1477, 1.11 ms
exp2/qos0_130b40ms_2.csv: 1477/1477, 1.11 ms
exp2/qos0_130b40ms_3.csv: 1477/1477, 1.13 ms
exp2/qos0_130b60ms_1.csv: 990/990, 1.18 ms
exp2/qos0_130b60ms_2.csv: 990/990, 1.18 ms
exp2/qos0_130b60ms_3.csv: 990/990, 1.19 ms
exp2/qos0_130b80ms_1.csv: 745/745, 1.22 ms
exp2/qos0_130b80ms_2.csv: 745/745, 1.22 ms
exp2/qos0_130b80ms_3.csv: 745/745, 1.21 ms
exp2/qos0_130b100ms_1.csv: 597/597, 1.23 ms
exp2/qos0_130b100ms_2.csv: 597/597, 1.21 ms
exp2/qos0_130b100ms_3.csv: 597/597, 1.20 ms
exp2/qos0_130b1000ms_1.csv: 61/61, 1.30 ms
exp2/qos0_130b1000ms_2.csv: 61/61, 1.33 ms
exp2/qos0_130b1000ms_3.csv: 61/61, 1.11 ms
exp2/qos0_130b3000ms_1.csv: 21/21, 1.52 ms
exp2/qos0_130b3000ms_2.csv: 21/21, 1.14 ms
exp2/qos0_130b3000ms_3.csv: 21/21, 1.05 ms
exp2/qos0_130b5000ms_1.csv: 13/13, 1.46 ms
exp2/qos0_130b5000ms_2.csv: 13/13, 1.15 ms
exp2/qos0_130b5000ms_3.csv: 13/13, 1.62 ms

exp2/qos0_57b0ms_1.csv: 52470/52470, 0.49 ms
exp2/qos0_57b0ms_2.csv: 52652/52652, 0.50 ms
exp2/qos0_57b0ms_3.csv: 52299/52299, 0.51 ms
exp2/qos0_57b10ms_1.csv: 5736/5736, 0.93 ms
exp2/qos0_57b10ms_2.csv: 5692/5692, 0.94 ms
exp2/qos0_57b10ms_3.csv: 5736/5736, 0.87 ms
exp2/qos0_57b20ms_1.csv: 2915/2915, 1.02 ms
exp2/qos0_57b20ms_2.csv: 2912/2912, 1.12 ms
exp2/qos0_57b20ms_3.csv: 2910/2910, 1.07 ms
exp2/qos0_57b40ms_1.csv: 1477/1477, 1.08 ms
exp2/qos0_57b40ms_2.csv: 1477/1477, 1.12 ms
exp2/qos0_57b40ms_3.csv: 1475/1475, 1.13 ms
exp2/qos0_57b60ms_1.csv: 990/990, 1.19 ms
exp2/qos0_57b60ms_2.csv: 990/990, 1.23 ms
exp2/qos0_57b60ms_3.csv: 990/990, 1.20 ms
exp2/qos0_57b80ms_1.csv: 745/745, 1.19 ms
exp2/qos0_57b80ms_2.csv: 745/745, 1.20 ms
exp2/qos0_57b80ms_3.csv: 745/745, 1.19 ms
exp2/qos0_57b100ms_1.csv: 597/597, 1.20 ms
exp2/qos0_57b100ms_2.csv: 597/597, 1.22 ms
exp2/qos0_57b100ms_3.csv: 597/597, 1.23 ms
exp2/qos0_57b1000ms_1.csv: 61/61, 1.31 ms
exp2/qos0_57b1000ms_2.csv: 61/61, 1.08 ms
exp2/qos0_57b1000ms_3.csv: 61/61, 1.15 ms
exp2/qos0_57b3000ms_1.csv: 21/21, 1.19 ms
exp2/qos0_57b3000ms_2.csv: 21/21, 1.71 ms
exp2/qos0_57b3000ms_3.csv: 21/21, 1.05 ms
exp2/qos0_57b5000ms_1.csv: 13/13, 1.00 ms
exp2/qos0_57b5000ms_2.csv: 13/13, 1.15 ms
