id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.3,95,0,14.53,0,1611250512,994128,1611250512994,1611250513202,208,0
1,30.4,95,0,15.14,0,1611250523,278134,1611250523278,1611250523420,142,66
2,30.4,95,0,15.46,0,1611250533,558132,1611250533558,1611250533700,142,0
3,30.4,95,0,15.21,0,1611250543,839130,1611250543839,1611250543980,141,1
4,30.4,95,0,15.02,0,1611250554,120131,1611250554120,1611250554261,141,0
5,30.4,95,0,13.68,0,1611250564,401129,1611250564401,1611250564542,141,0
6,30.4,95,0,12.92,0,1611250574,683131,1611250574683,1611250574823,140,1
7,30.3,95,0,12.16,0,1611250584,964129,1611250584964,1611250585104,140,0
8,30.4,95,0,12.16,0,1611250595,245131,1611250595245,1611250595385,140,0
9,30.3,95,0,12.36,0,1611250605,526128,1611250605526,1611250605665,139,1
10,30.3,95,0,12.48,0,1611250615,807130,1611250615807,1611250615946,139,0
11,30.3,95,0,12.84,0,1611250626,88128,1611250626088,1611250626227,139,0
12,30.4,95,0,13.94,0,1611250636,369130,1611250636369,1611250636507,138,1
13,30.4,95,0,11.18,0,1611250646,650128,1611250646650,1611250646788,138,0
14,30.4,95,0,11.45,0,1611250656,931129,1611250656931,1611250657069,138,0
