id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.200001,95,0,11.355311,0,1611252579,533789,1611252579533,1611252579615,82,0
1,30.299999,95,0,11.648352,0,1611252591,316791,1611252591316,1611252591350,34,48
2,30.299999,95,0,12.820513,0,1611252603,97793,1611252603097,1611252603129,32,2
3,30.299999,95,0,13.211233,0,1611252614,878791,1611252614878,1611252614910,32,0
4,30.299999,95,0,12.380953,0,1611252626,659792,1611252626659,1611252626692,33,1
5,30.299999,95,0,11.379731,0,1611252638,440790,1611252638440,1611252638472,32,1
6,30.299999,95,0,11.306471,0,1611252650,221792,1611252650221,1611252650254,33,1
7,30.299999,95,0,11.208791,0,1611252662,1795,1611252662001,1611252662032,31,2
8,30.200001,95,0,12.258852,0,1611252673,782791,1611252673782,1611252673812,30,1
9,30.1,95,0,11.404151,0,1611252685,563789,1611252685563,1611252685592,29,1
10,30.1,95,0,11.697191,0,1611252697,344791,1611252697344,1611252697373,29,0
11,30.1,95,0,11.111111,0,1611252709,125789,1611252709125,1611252709153,28,1
12,30.1,95,0,10.964591,0,1611252720,906790,1611252720906,1611252720934,28,0
13,30.1,95,0,10.671551,0,1611252732,687788,1611252732687,1611252732715,28,0
14,30.1,95,0,10.549451,0,1611252744,467790,1611252744467,1611252744495,28,0
