id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.3,94,0,17.8755,0,1611247398,767720,1611247398767,1611247398832,65,0
1,30.4,94,0,18.4127,0,1611247409,45722,1611247409045,1611247409081,36,29
2,30.4,94,0,17.3138,0,1611247419,322724,1611247419322,1611247419356,34,2
3,30.4,94,0,15.8974,0,1611247429,599722,1611247429599,1611247429633,34,0
4,30.4,94,0,15.4823,0,1611247439,876723,1611247439876,1611247439908,32,2
5,30.3,95,0,15.4823,0,1611247450,153721,1611247450153,1611247450184,31,1
6,30.3,95,0,16.0684,0,1611247460,430723,1611247460430,1611247460462,32,1
7,30.4,95,0,16.7521,0,1611247470,708721,1611247470708,1611247470739,31,1
8,30.1,95,0,15.8974,0,1611247480,985723,1611247480985,1611247481016,31,0
9,30.3,95,0,15.3114,0,1611247491,262720,1611247491262,1611247491292,30,1
10,30.4,95,0,13.7973,0,1611247501,539722,1611247501539,1611247501569,30,0
11,30.4,95,0,14.2125,0,1611247511,816720,1611247511816,1611247511845,29,1
12,30.4,95,0,14.8962,0,1611247522,93722,1611247522093,1611247522122,29,0
13,30.4,95,0,15.0183,0,1611247532,370720,1611247532370,1611247532399,29,0
14,30.3,95,0,15.7021,0,1611247542,647721,1611247542647,1611247542675,28,1
