id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,10.72,0,1611253851,11342,1611253851011,1611253851211,200,0
1,30,95,0,10.77,0,1611253864,298344,1611253864298,1611253864419,121,79
2,30,95,0,10.74,0,1611253877,584346,1611253877584,1611253877706,122,1
3,30.1,95,0,10.92,0,1611253890,870343,1611253890870,1611253890990,120,2
4,30.1,95,0,10.92,0,1611253904,157345,1611253904157,1611253904276,119,1
5,29.9,95,0,10.94,0,1611253917,443343,1611253917443,1611253917562,119,0
6,30,95,0,10.94,0,1611253930,729345,1611253930729,1611253930848,119,0
7,30,95,0,10.94,0,1611253944,15342,1611253944015,1611253944133,118,1
8,30,95,0,11.01,0,1611253957,301344,1611253957301,1611253957419,118,0
9,30.1,95,0,10.87,0,1611253970,587342,1611253970587,1611253970706,119,1
10,30.1,95,0,11.11,0,1611253983,873344,1611253983873,1611253983990,117,2
11,30,95,0,11.09,0,1611253997,159341,1611253997159,1611253997276,117,0
12,30,95,0,10.74,0,1611254010,443343,1611254010443,1611254010559,116,1
13,29.9,95,0,11.31,0,1611254023,729341,1611254023729,1611254023844,115,1
14,29.9,95,0,11.33,0,1611254037,15343,1611254037015,1611254037130,115,0
