id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.9,95,0,17.44,0,1611246136,782042,1611246136782,1611246136967,185,0
1,30,95,0,13.97,0,1611246147,310044,1611246147310,1611246147467,157,28
2,29.9,95,0,13.75,0,1611246157,837047,1611246157837,1611246157992,155,2
3,29.9,95,0,13.43,0,1611246168,364044,1611246168364,1611246168519,155,0
4,29.9,95,0,12.92,0,1611246178,891045,1611246178891,1611246179043,152,3
5,29.9,95,0,13.02,0,1611246189,418043,1611246189418,1611246189571,153,1
6,29.9,95,0,13.06,0,1611246199,945045,1611246199945,1611246200098,153,0
7,29.9,95,0,13.53,0,1611246210,472043,1611246210472,1611246210624,152,1
8,29.9,95,0,11.14,0,1611246220,999045,1611246220999,1611246221151,152,0
9,29.9,95,0,14.07,0,1611246231,526042,1611246231526,1611246231678,152,0
10,29.9,95,0,15.87,0,1611246242,53044,1611246242053,1611246242204,151,1
11,29.9,95,0,14.58,0,1611246252,580042,1611246252580,1611246252731,151,0
12,29.9,95,0,15.09,0,1611246263,107044,1611246263107,1611246263257,150,1
13,29.9,95,0,17.09,0,1611246273,634041,1611246273634,1611246273784,150,0
14,29.9,95,0,17.24,0,1611246284,161043,1611246284161,1611246284310,149,1
