id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,7.0085,0,1611255519,626386,1611255519626,1611255519768,142,0
1,30.1,95,0,6.9597,0,1611255531,662384,1611255531662,1611255531803,141,1
2,30.1,95,0,6.6911,0,1611255543,697386,1611255543697,1611255543837,140,1
3,29.9,95,0,6.7155,0,1611255555,733383,1611255555733,1611255555871,138,2
4,30,95,0,6.6422,0,1611255567,769395,1611255567769,1611255567908,139,1
5,30,95,0,6.6422,0,1611255579,804383,1611255579804,1611255579946,142,3
6,30,95,0,6.7155,0,1611255591,840385,1611255591840,1611255591978,138,4
7,30.1,95,0,7.033,0,1611255603,876383,1611255603876,1611255604014,138,0
8,30.1,95,0,7.2772,0,1611255615,912384,1611255615912,1611255616049,137,1
9,30.1,95,0,7.3748,0,1611255627,947382,1611255627947,1611255628084,137,0
10,30.1,95,0,6.8132,0,1611255639,983384,1611255639983,1611255640120,137,0
11,30.1,95,0,6.7643,0,1611255652,18382,1611255652018,1611255652155,137,0
12,30.1,95,0,6.6667,0,1611255664,54383,1611255664054,1611255664189,135,2
13,30.2,95,0,6.7399,0,1611255676,90381,1611255676090,1611255676224,134,1
14,30.1,95,0,6.6422,0,1611255688,126383,1611255688126,1611255688261,135,1
