id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,21.6606,0,1611247774,599199,1611247774599,1611247774843,244,0
1,30.1,95,0,21.4896,0,1611247784,627201,1611247784627,1611247784662,35,209
2,30.1,95,0,21.1966,0,1611247794,654203,1611247794654,1611247794685,31,4
3,30.1,95,0,19.8779,0,1611247804,681201,1611247804681,1611247804713,32,1
4,30.2,95,0,21.6117,0,1611247814,708202,1611247814708,1611247814740,32,0
5,30.1,95,0,21.2454,0,1611247824,735200,1611247824735,1611247824766,31,1
6,30.1,95,0,20.5861,0,1611247834,762202,1611247834762,1611247834792,30,1
7,30.2,95,0,21.514,0,1611247844,789200,1611247844789,1611247844819,30,0
8,30.2,95,0,21.8803,0,1611247854,816202,1611247854816,1611247854845,29,1
9,30.2,95,0,21.7827,0,1611247864,843199,1611247864843,1611247864872,29,0
10,30.1,95,0,21.5873,0,1611247874,870201,1611247874870,1611247874899,29,0
11,30.2,95,0,21.1722,0,1611247884,897199,1611247884897,1611247884926,29,0
12,30.2,95,0,21.4164,0,1611247894,924201,1611247894924,1611247894952,28,1
13,30.1,95,0,21.1233,0,1611247904,951199,1611247904951,1611247904979,28,0
14,30.1,95,0,19.6093,0,1611247914,978200,1611247914978,1611247915005,27,1
