id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.2,95,0,15.97,0,1611250245,465760,1611250245465,1611250245935,470,0
1,30.2,95,0,16.04,0,1611250256,497754,1611250256497,1611250256747,250,220
2,30.1,95,0,16.02,0,1611250267,528756,1611250267528,1611250267776,248,2
3,30.1,95,0,16.14,0,1611250278,559754,1611250278559,1611250278807,248,0
4,30.2,95,0,15.8,0,1611250289,590755,1611250289590,1611250289837,247,1
5,30.1,95,0,15.56,0,1611250300,621753,1611250300621,1611250300869,248,1
6,30.2,95,0,15.97,0,1611250311,652755,1611250311652,1611250311898,246,2
7,30.2,95,0,15.95,0,1611250322,683753,1611250322683,1611250322929,246,0
8,30.2,95,0,16.09,0,1611250333,714754,1611250333714,1611250333959,245,1
9,30.3,95,0,16.04,0,1611250344,745752,1611250344745,1611250344989,244,1
10,30.3,95,0,16,0,1611250355,775754,1611250355775,1611250356020,245,1
11,30.3,95,0,16.02,0,1611250366,805752,1611250366805,1611250367050,245,0
12,30.4,95,0,15.97,0,1611250377,836754,1611250377836,1611250378080,244,1
13,30.4,95,0,16.09,0,1611250388,867751,1611250388867,1611250389111,244,0
14,30.4,95,0,16.09,0,1611250399,898753,1611250399898,1611250400141,243,1
