id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.2,95,0,8.4982,0,1611255221,5008,1611255221005,1611255221203,198,0
1,30.1,95,0,8.254,0,1611255234,291015,1611255234291,1611255234489,198,0
2,30.1,95,0,8.9133,0,1611255247,577008,1611255247577,1611255247773,196,2
3,30.1,95,0,9.768,0,1611255260,863005,1611255260863,1611255261059,196,0
4,30.1,95,0,8.1807,0,1611255274,149007,1611255274149,1611255274344,195,1
5,30,95,0,6.8864,0,1611255287,434005,1611255287434,1611255287629,195,0
6,30.1,95,0,9.7192,0,1611255300,720007,1611255300720,1611255300914,194,1
7,30,95,0,6.2515,0,1611255314,5004,1611255314005,1611255314199,194,0
8,30.1,95,0,6.2759,0,1611255327,290006,1611255327290,1611255327483,193,1
9,30,95,0,6.6422,0,1611255340,576004,1611255340576,1611255340770,194,1
10,30,95,0,6.2759,0,1611255353,862006,1611255353862,1611255354054,192,2
11,29.9,95,0,6.4957,0,1611255367,148003,1611255367148,1611255367340,192,0
12,29.9,95,0,6.6422,0,1611255380,434011,1611255380434,1611255380626,192,0
13,29.9,95,0,6.3736,0,1611255393,720003,1611255393720,1611255393921,201,9
14,29.9,95,0,6.6911,0,1611255407,6004,1611255407006,1611255407196,190,11
