id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,16.95,0,1611249658,125144,1611249658125,1611249658158,33,0
1,30.1,95,0,18.36,0,1611249670,657150,1611249670657,1611249670689,32,1
2,30.1,95,0,18.32,0,1611249683,188148,1611249683188,1611249683219,31,1
3,30.2,95,0,18.68,0,1611249695,719149,1611249695719,1611249695749,30,1
4,30.1,95,0,18.1,0,1611249708,249147,1611249708249,1611249708279,30,0
5,30.2,95,0,18.36,0,1611249720,780149,1611249720780,1611249720810,30,0
6,30.3,95,0,18.44,0,1611249733,311147,1611249733311,1611249733340,29,1
7,30.3,95,0,18.14,0,1611249745,842148,1611249745842,1611249745871,29,0
8,30.3,95,0,18.1,0,1611249758,373153,1611249758373,1611249758401,28,1
9,30.1,95,0,18.02,0,1611249770,904148,1611249770904,1611249770932,28,0
10,30.2,95,0,17.92,0,1611249783,435146,1611249783435,1611249783462,27,1
11,30.2,95,0,17.9,0,1611249795,966146,1611249795966,1611249795995,29,2
12,30.2,95,0,17.97,0,1611249808,497144,1611249808497,1611249808525,28,1
13,30.2,95,0,18.05,0,1611249821,28146,1611249821028,1611249821054,26,2
14,30.2,95,0,18.05,0,1611249833,559144,1611249833559,1611249833584,25,1
