id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.200001,95,0,11.355311,0,1611252580,286791,1611252580286,1611252580322,36,0
1,30.299999,95,0,11.648352,0,1611252592,68797,1611252592068,1611252592101,33,3
2,30.299999,95,0,12.820513,0,1611252603,849795,1611252603849,1611252603881,32,1
3,30.299999,95,0,13.211233,0,1611252615,630797,1611252615630,1611252615661,31,1
4,30.299999,95,0,12.380953,0,1611252627,411794,1611252627411,1611252627442,31,0
5,30.299999,95,0,11.379731,0,1611252639,192796,1611252639192,1611252639223,31,0
6,30.299999,95,0,11.306471,0,1611252650,972794,1611252650972,1611252651002,30,1
7,30.299999,95,0,11.208791,0,1611252662,753796,1611252662753,1611252662783,30,0
8,30.200001,95,0,12.258852,0,1611252674,534793,1611252674534,1611252674563,29,1
9,30.1,95,0,11.404151,0,1611252686,315795,1611252686315,1611252686344,29,0
10,30.1,95,0,11.697191,0,1611252698,96793,1611252698096,1611252698123,27,2
11,30.1,95,0,11.111111,0,1611252709,877795,1611252709877,1611252709905,28,1
12,30.1,95,0,10.964591,0,1611252721,658792,1611252721658,1611252721686,28,0
13,30.1,95,0,10.671551,0,1611252733,439794,1611252733439,1611252733466,27,1
14,30.1,95,0,10.549451,0,1611252745,219792,1611252745219,1611252745247,28,1
