s,us,chegada,envio,delay_ms,jitter_ms
1617889459,3000,1617889459301,1617889459300,1,0
1617889459,382000,1617889459383,1617889459382,1,0
1617889459,462000,1617889459463,1617889459462,1,0
1617889459,543000,1617889459544,1617889459543,1,0
1617889459,623000,1617889459624,1617889459623,1,0
1617889459,703000,1617889459704,1617889459703,1,0
1617889459,784000,1617889459785,1617889459784,1,0
1617889459,864000,1617889459865,1617889459864,1,0
1617889459,945000,1617889459946,1617889459945,1,0
1617889460,025000,1617889460026,1617889460025,1,0
1617889460,105000,1617889460106,1617889460105,1,0
1617889460,186000,1617889460187,1617889460186,1,0
1617889460,267000,1617889460268,1617889460267,1,0
1617889460,347000,1617889460348,1617889460347,1,0
1617889460,428000,1617889460429,1617889460428,1,0
1617889460,508000,1617889460509,1617889460508,1,0
1617889460,588000,1617889460589,1617889460588,1,0
1617889460,668000,1617889460670,1617889460668,2,1
1617889460,75000,1617889460751,1617889460750,1,1
1617889460,83000,1617889460831,1617889460830,1,0
1617889460,911000,1617889460912,1617889460911,1,0
1617889460,991000,1617889460993,1617889460991,2,1
1617889461,073000,1617889461073,1617889461073,0,2
1617889461,154000,1617889461155,1617889461154,1,1
1617889461,234000,1617889461236,1617889461234,2,1
1617889461,315000,1617889461317,1617889461315,2,0
1617889461,396000,1617889461397,1617889461396,1,1
1617889461,476000,1617889461477,1617889461476,1,0
1617889461,558000,1617889461559,1617889461558,1,0
1617889461,639000,1617889461640,1617889461639,1,0
1617889461,719000,1617889461721,1617889461719,2,1
1617889461,801000,1617889461802,1617889461801,1,1
1617889461,881000,1617889461882,1617889461881,1,0
1617889461,962000,1617889461963,1617889461962,1,0
1617889462,042000,1617889462043,1617889462042,1,0
1617889462,123000,1617889462124,1617889462123,1,0
1617889462,203000,1617889462204,1617889462203,1,0
1617889462,283000,1617889462284,1617889462283,1,0
1617889462,364000,1617889462365,1617889462364,1,0
1617889462,444000,1617889462446,1617889462444,2,1
1617889462,525000,1617889462526,1617889462525,1,1
1617889462,605000,1617889462606,1617889462605,1,0
1617889462,687000,1617889462688,1617889462687,1,0
1617889462,767000,1617889462769,1617889462767,2,1
1617889462,849000,1617889462850,1617889462849,1,1
1617889462,929000,1617889462931,1617889462929,2,1
1617889463,011000,1617889463012,1617889463011,1,1
1617889463,091000,1617889463092,1617889463091,1,0
1617889463,171000,1617889463173,1617889463171,2,1
1617889463,252000,1617889463253,1617889463252,1,1
1617889463,333000,1617889463334,1617889463333,1,0
1617889463,413000,1617889463414,1617889463413,1,0
1617889463,494000,1617889463495,1617889463494,1,0
1617889463,575000,1617889463575,1617889463575,0,1
1617889463,655000,1617889463657,1617889463655,2,2
1617889463,736000,1617889463737,1617889463736,1,1
1617889463,817000,1617889463818,1617889463817,1,0
1617889463,897000,1617889463904,1617889463897,7,6
1617889463,983000,1617889463985,1617889463983,2,5
1617889464,065000,1617889464066,1617889464065,1,1
1617889464,146000,1617889464147,1617889464146,1,0
1617889464,226000,1617889464228,1617889464226,2,1
1617889464,308000,1617889464309,1617889464308,1,1
1617889464,388000,1617889464389,1617889464388,1,0
1617889464,47000,1617889464471,1617889464470,1,0
1617889464,55000,1617889464552,1617889464550,2,1
1617889464,632000,1617889464633,1617889464632,1,1
1617889464,712000,1617889464713,1617889464712,1,0
1617889464,793000,1617889464794,1617889464793,1,0
1617889464,873000,1617889464874,1617889464873,1,0
1617889464,954000,1617889464955,1617889464954,1,0
1617889465,034000,1617889465035,1617889465034,1,0
1617889465,114000,1617889465115,1617889465114,1,0
1617889465,196000,1617889465197,1617889465196,1,0
1617889465,276000,1617889465277,1617889465276,1,0
1617889465,357000,1617889465358,1617889465357,1,0
1617889465,437000,1617889465438,1617889465437,1,0
1617889465,518000,1617889465519,1617889465518,1,0
1617889465,598000,1617889465599,1617889465598,1,0
1617889465,679000,1617889465680,1617889465679,1,0
1617889465,759000,1617889465760,1617889465759,1,0
1617889465,84000,1617889465841,1617889465840,1,0
1617889465,921000,1617889465922,1617889465921,1,0
1617889466,002000,1617889466003,1617889466002,1,0
1617889466,082000,1617889466084,1617889466082,2,1
1617889466,162000,1617889466163,1617889466162,1,1
1617889466,243000,1617889466244,1617889466243,1,0
1617889466,323000,1617889466325,1617889466323,2,1
1617889466,404000,1617889466405,1617889466404,1,1
1617889466,484000,1617889466488,1617889466484,4,3
1617889466,565000,1617889466566,1617889466565,1,3
1617889466,646000,1617889466647,1617889466646,1,0
1617889466,727000,1617889466728,1617889466727,1,0
1617889466,807000,1617889466808,1617889466807,1,0
1617889466,887000,1617889466889,1617889466887,2,1
1617889466,969000,1617889466970,1617889466969,1,1
1617889467,05000,1617889467051,1617889467050,1,0
1617889467,13000,1617889467132,1617889467130,2,1
1617889467,212000,1617889467213,1617889467212,1,1
1617889467,292000,1617889467294,1617889467292,2,1
1617889467,373000,1617889467374,1617889467373,1,1
1617889467,453000,1617889467454,1617889467453,1,0
1617889467,534000,1617889467535,1617889467534,1,0
1617889467,614000,1617889467616,1617889467614,2,1
1617889467,696000,1617889467697,1617889467696,1,1
1617889467,776000,1617889467777,1617889467776,1,0
1617889467,857000,1617889467858,1617889467857,1,0
1617889467,938000,1617889467939,1617889467938,1,0
1617889468,018000,1617889468019,1617889468018,1,0
1617889468,099000,1617889468100,1617889468099,1,0
1617889468,179000,1617889468180,1617889468179,1,0
1617889468,26000,1617889468261,1617889468260,1,0
1617889468,34000,1617889468341,1617889468340,1,0
1617889468,421000,1617889468422,1617889468421,1,0
1617889468,501000,1617889468502,1617889468501,1,0
1617889468,582000,1617889468583,1617889468582,1,0
1617889468,663000,1617889468664,1617889468663,1,0
1617889468,744000,1617889468745,1617889468744,1,0
1617889468,824000,1617889468825,1617889468824,1,0
1617889468,905000,1617889468906,1617889468905,1,0
1617889468,985000,1617889468987,1617889468985,2,1
1617889469,067000,1617889469067,1617889469067,0,2
1617889469,147000,1617889469149,1617889469147,2,2
1617889469,228000,1617889469229,1617889469228,1,1
1617889469,309000,1617889469310,1617889469309,1,0
1617889469,389000,1617889469390,1617889469389,1,0
1617889469,47000,1617889469471,1617889469470,1,0
1617889469,55000,1617889469551,1617889469550,1,0
1617889469,631000,1617889469632,1617889469631,1,0
1617889469,711000,1617889469712,1617889469711,1,0
1617889469,792000,1617889469793,1617889469792,1,0
1617889469,872000,1617889469879,1617889469872,7,6
1617889469,958000,1617889469959,1617889469958,1,6
1617889470,039000,1617889470040,1617889470039,1,0
1617889470,119000,1617889470120,1617889470119,1,0
1617889470,199000,1617889470201,1617889470199,2,1
1617889470,28000,1617889470281,1617889470280,1,1
1617889470,361000,1617889470362,1617889470361,1,0
1617889470,441000,1617889470442,1617889470441,1,0
1617889470,522000,1617889470523,1617889470522,1,0
1617889470,603000,1617889470604,1617889470603,1,0
1617889470,683000,1617889470684,1617889470683,1,0
1617889470,765000,1617889470766,1617889470765,1,0
1617889470,845000,1617889470846,1617889470845,1,0
1617889470,926000,1617889470927,1617889470926,1,0
1617889471,007000,1617889471008,1617889471007,1,0
1617889471,087000,1617889471088,1617889471087,1,0
1617889471,168000,1617889471169,1617889471168,1,0
1617889471,248000,1617889471249,1617889471248,1,0
