id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,11.23,0,1611254206,912171,1611254206912,1611254207249,337,0
1,30.1,95,0,10.79,0,1611254218,948173,1611254218948,1611254219061,113,224
2,30,95,0,10.87,0,1611254230,984185,1611254230984,1611254231096,112,1
3,30.1,95,0,11.4,0,1611254243,19173,1611254243019,1611254243131,112,0
4,30.1,95,0,8.47,0,1611254255,55174,1611254255055,1611254255167,112,0
5,30.1,95,0,10.82,0,1611254267,91172,1611254267091,1611254267203,112,0
6,30,95,0,12.11,0,1611254279,127174,1611254279127,1611254279238,111,1
7,30,95,0,12.26,0,1611254291,162172,1611254291162,1611254291273,111,0
8,30,95,0,9.38,0,1611254303,198173,1611254303198,1611254303310,112,1
9,30.1,95,0,8.99,0,1611254315,234171,1611254315234,1611254315344,110,2
10,30,95,0,9.96,0,1611254327,270173,1611254327270,1611254327380,110,0
11,30,95,0,9.62,0,1611254339,306171,1611254339306,1611254339415,109,1
12,30,95,0,9.74,0,1611254351,342172,1611254351342,1611254351451,109,0
13,30,95,0,9.69,0,1611254363,377170,1611254363377,1611254363485,108,1
14,30,95,0,13.02,0,1611254375,413171,1611254375413,1611254375521,108,0
