id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,19.56044,0,1611248360,694250,1611248360694,1611248361086,392,0
1,30,95,0,18.901098,0,1611248371,222252,1611248371222,1611248371375,153,239
2,30.1,95,0,19.80464,0,1611248381,749254,1611248381749,1611248381899,150,3
3,30.1,95,0,20.19536,0,1611248392,276252,1611248392276,1611248392426,150,0
4,30.1,95,0,19.706959,0,1611248402,803253,1611248402803,1611248402952,149,1
5,30.1,95,0,19.706959,0,1611248413,330251,1611248413330,1611248413480,150,1
6,30.1,95,0,19.902319,0,1611248423,857253,1611248423857,1611248424005,148,2
7,30.1,95,0,19.56044,0,1611248434,384251,1611248434384,1611248434532,148,0
8,30.1,95,0,19.3895,0,1611248444,911253,1611248444911,1611248445059,148,0
9,30.1,95,0,19.072039,0,1611248455,438250,1611248455438,1611248455585,147,1
10,30.1,95,0,19.413919,0,1611248465,965252,1611248465965,1611248466112,147,0
11,30.1,95,0,19.511599,0,1611248476,492250,1611248476492,1611248476638,146,1
12,30.1,95,0,19.633699,0,1611248487,19252,1611248487019,1611248487165,146,0
13,30.1,95,0,19.291819,0,1611248497,546249,1611248497546,1611248497692,146,0
14,30.1,95,0,19.3895,0,1611248508,73251,1611248508073,1611248508218,145,1
