id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,16.8,0,1611249970,644610,1611249970644,1611249970785,141,0
1,30.1,95,0,16.8,0,1611249982,426608,1611249982426,1611249982568,142,1
2,30,95,0,16.68,0,1611249994,207610,1611249994207,1611249994347,140,2
3,30.1,95,0,16.78,0,1611250005,988607,1611250005988,1611250006127,139,1
4,30.1,95,0,16.9,0,1611250017,769609,1611250017769,1611250017908,139,0
5,30.1,95,0,16.8,0,1611250029,549607,1611250029549,1611250029688,139,0
6,30.1,95,0,16.8,0,1611250041,330609,1611250041330,1611250041468,138,1
7,30.1,95,0,15.51,0,1611250053,111607,1611250053111,1611250053248,137,1
8,30.1,95,0,17.31,0,1611250064,892608,1611250064892,1611250065029,137,0
9,30.1,95,0,17.34,0,1611250076,672606,1611250076672,1611250076809,137,0
10,30.1,95,0,17.34,0,1611250088,453608,1611250088453,1611250088590,137,0
11,30.1,95,0,17.17,0,1611250100,234606,1611250100234,1611250100370,136,1
12,30.1,95,0,17.36,0,1611250112,15607,1611250112015,1611250112150,135,1
13,30.1,95,0,17.36,0,1611250123,795605,1611250123795,1611250123930,135,0
14,30,95,0,17.17,0,1611250135,576607,1611250135576,1611250135711,135,0
