id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,19.16972,0,1611248633,455418,1611248633455,1611248633768,313,0
1,30.1,95,0,18.97436,0,1611248643,733420,1611248643733,1611248643873,140,173
2,30.1,95,0,19.1453,0,1611248654,10422,1611248654010,1611248654148,138,2
3,30.1,95,0,18.97436,0,1611248664,287420,1611248664287,1611248664424,137,1
4,30.200001,95,0,19.58486,0,1611248674,564421,1611248674564,1611248674701,137,0
5,30.200001,95,0,19.438339,0,1611248684,841419,1611248684841,1611248684977,136,1
6,30.200001,95,0,19.194139,0,1611248695,118421,1611248695118,1611248695254,136,0
7,30.200001,95,0,18.998779,0,1611248705,395419,1611248705395,1611248705533,138,2
8,30.1,95,0,15.946276,0,1611248715,671421,1611248715671,1611248715806,135,3
9,30.1,95,0,18.778999,0,1611248725,948418,1611248725948,1611248726083,135,0
10,30.299999,95,0,18.730158,0,1611248736,225420,1611248736225,1611248736359,134,1
11,30.299999,95,0,19.1453,0,1611248746,502418,1611248746502,1611248746635,133,1
12,30.299999,95,0,19.7558,0,1611248756,779420,1611248756779,1611248756913,134,1
13,30.299999,95,0,19.53602,0,1611248767,56418,1611248767056,1611248767189,133,1
14,30.299999,95,0,19.902319,0,1611248777,333419,1611248777333,1611248777466,133,0
