id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,31.1,91,0,18.2906,0,1611590243,42682,1611590243042,1611590243368,326,0
1,31.1,91,0,20.3175,0,1611590254,329681,1611590254329,1611590254630,301,25
2,31.2,91,0,20.293,0,1611590265,619679,1611590265619,1611590265839,220,81
3,31.2,91,0,17.0696,0,1611590276,907681,1611590276907,1611590277157,250,30
4,31.1,91,0,16.2882,0,1611590288,197678,1611590288197,1611590288523,326,76
5,31.1,91,0,17.5824,0,1611590299,484680,1611590299484,1611590299787,303,23
6,31.2,91,0,16.5812,0,1611590310,772678,1611590310772,1611590311051,279,24
7,31.1,90,0,16.3614,0,1611590322,61680,1611590322061,1611590322315,254,25
8,31.1,90,0,15.9707,0,1611590333,349677,1611590333349,1611590333681,332,78
9,31.1,91,0,16.0195,0,1611590344,638679,1611590344638,1611590344944,306,26
10,31.1,91,0,16.2882,0,1611590355,926677,1611590355926,1611590356143,217,89
11,31.1,90,0,17.3382,0,1611590367,215679,1611590367215,1611590367473,258,41
12,31.1,90,0,18.6325,0,1611590378,503677,1611590378503,1611590378737,234,24
13,31.1,91,0,16.801,0,1611590389,793678,1611590389793,1611590390103,310,76
14,31.1,91,0,15.6777,0,1611590401,81676,1611590401081,1611590401296,215,95
