id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.4,95,0,12.820513,0,1611253143,806261,1611253143806,1611253143831,25,0
1,30.4,95,0,13.699634,0,1611253153,835261,1611253153835,1611253153893,58,33
2,30.4,95,0,12.942613,0,1611253164,116263,1611253164116,1611253164185,69,11
3,30.4,95,0,12.893773,0,1611253174,397261,1611253174397,1611253174454,57,12
4,30.4,95,0,11.990232,0,1611253184,678262,1611253184678,1611253184735,57,0
5,30.4,95,0,12.893773,0,1611253194,959260,1611253194959,1611253195015,56,1
6,30.4,95,0,13.284493,0,1611253205,239262,1611253205239,1611253205294,55,1
7,30.4,95,0,13.479854,0,1611253215,520260,1611253215520,1611253215575,55,0
8,30.4,95,0,12.380953,0,1611253225,801262,1611253225801,1611253225855,54,1
9,30.4,95,0,13.308913,0,1611253236,82259,1611253236082,1611253236137,55,1
10,30.4,95,0,12.014652,0,1611253246,363261,1611253246363,1611253246417,54,1
11,30.4,95,0,13.211233,0,1611253256,644259,1611253256644,1611253256697,53,1
12,30.4,95,0,12.161172,0,1611253266,925261,1611253266925,1611253266979,54,1
13,30.4,95,0,12.942613,0,1611253277,206259,1611253277206,1611253277259,53,1
14,30.4,95,0,12.942613,0,1611253287,487260,1611253287487,1611253287540,53,0
