id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,16.8,0,1611249969,139606,1611249969139,1611249969460,321,0
1,30.1,95,0,16.8,0,1611249980,922608,1611249980922,1611249981073,151,170
2,30,95,0,16.68,0,1611249992,703610,1611249992703,1611249992843,140,11
3,30.1,95,0,16.78,0,1611250004,484608,1611250004484,1611250004623,139,1
4,30.1,95,0,16.9,0,1611250016,265609,1611250016265,1611250016404,139,0
5,30.1,95,0,16.8,0,1611250028,46607,1611250028046,1611250028185,139,0
6,30.1,95,0,16.8,0,1611250039,826609,1611250039826,1611250039964,138,1
7,30.1,95,0,15.51,0,1611250051,607607,1611250051607,1611250051744,137,1
8,30.1,95,0,17.31,0,1611250063,388608,1611250063388,1611250063525,137,0
9,30.1,95,0,17.34,0,1611250075,169606,1611250075169,1611250075305,136,1
10,30.1,95,0,17.34,0,1611250086,949608,1611250086949,1611250087087,138,2
11,30.1,95,0,17.17,0,1611250098,730606,1611250098730,1611250098867,137,1
12,30.1,95,0,17.36,0,1611250110,511607,1611250110511,1611250110647,136,1
13,30.1,95,0,17.36,0,1611250122,292605,1611250122292,1611250122429,137,1
14,30,95,0,17.17,0,1611250134,72607,1611250134072,1611250134207,135,2
