id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.9,95,0,10.7204,0,1611254910,640716,1611254910640,1611254910784,144,0
1,29.9,95,0,11.5018,0,1611254925,176722,1611254925176,1611254925317,141,3
2,29.9,95,0,11.453,0,1611254939,712720,1611254939712,1611254939852,140,1
3,29.9,95,0,10.5739,0,1611254954,248721,1611254954248,1611254954388,140,0
4,30,95,0,10.6227,0,1611254968,784719,1611254968784,1611254968923,139,1
5,30,95,0,11.453,0,1611254983,320721,1611254983320,1611254983459,139,0
6,30,95,0,11.5263,0,1611254997,855718,1611254997855,1611254997993,138,1
7,30,95,0,11.3553,0,1611255012,391720,1611255012391,1611255012529,138,0
8,29.9,95,0,10.9402,0,1611255026,927718,1611255026927,1611255027062,135,3
9,30.1,95,0,11.1844,0,1611255041,463720,1611255041463,1611255041600,137,2
10,30,95,0,11.0134,0,1611255055,998717,1611255055998,1611255056134,136,1
11,30.1,95,0,10.696,0,1611255070,534719,1611255070534,1611255070670,136,0
12,30,95,0,10.7204,0,1611255085,70717,1611255085070,1611255085206,136,0
13,30.1,95,0,10.1099,0,1611255099,606718,1611255099606,1611255099742,136,0
14,30.1,95,0,10.5006,0,1611255114,141716,1611255114141,1611255114275,134,2
