id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,16.73,0,1611246388,704332,1611246388704,1611246388970,266,0
1,30,95,0,20.37,0,1611246398,982334,1611246398982,1611246399019,37,229
2,30.1,94,0,19.12,0,1611246409,259336,1611246409259,1611246409292,33,4
3,30,94,0,19.93,0,1611246419,536334,1611246419536,1611246419569,33,0
4,29.9,95,0,21.2,0,1611246429,813335,1611246429813,1611246429845,32,1
5,30,95,0,21.07,0,1611246440,90333,1611246440090,1611246440122,32,0
6,30,95,0,20.05,0,1611246450,367335,1611246450367,1611246450398,31,1
7,30,95,0,19.37,0,1611246460,644333,1611246460644,1611246460674,30,1
8,30,95,0,19,0,1611246470,921335,1611246470921,1611246470951,30,0
9,30,95,0,20.37,0,1611246481,198332,1611246481198,1611246481236,38,8
10,30,95,0,21.86,0,1611246491,475334,1611246491475,1611246491505,30,8
11,29.9,95,0,22.17,0,1611246501,752332,1611246501752,1611246501781,29,1
12,29.9,94,0,20.81,0,1611246512,29334,1611246512029,1611246512058,29,0
13,30,95,0,22.03,0,1611246522,306332,1611246522306,1611246522335,29,0
14,29.9,95,0,21.25,0,1611246532,583333,1611246532583,1611246532611,28,1
