s,us,chegada,envio,delay_ms,jitter_ms
1616540881,51783,1616540881126,1616540881051,75,0
1616540884,53777,1616540884009,1616540884053,0,75
1616540887,55777,1616540887007,1616540887055,0,0
1616540890,57777,1616540890013,1616540890057,0,0
1616540893,59777,1616540893001,1616540893059,0,0
1616540896,61777,1616540896171,1616540896061,110,110
1616540899,63777,1616540899551,1616540899063,488,378
1616540902,65777,1616540902111,1616540902065,46,442
1616540905,67780,1616540905182,1616540905067,115,69
1616540908,69777,1616540908152,1616540908069,83,32
1616540911,71777,1616540911122,1616540911071,51,32
1616540914,73781,1616540914194,1616540914073,121,70
1616540917,74777,1616540917163,1616540917074,89,32
1616540920,76777,1616540920133,1616540920076,57,32
1616540923,78777,1616540923205,1616540923078,127,70
1616540926,80776,1616540926174,1616540926080,94,33
1616540929,82776,1616540929143,1616540929082,61,33
1616540932,84776,1616540932114,1616540932084,30,31
1616540935,86776,1616540935185,1616540935086,99,69
1616540938,88776,1616540938156,1616540938088,68,31
