s,us,chegada,envio,delay_ms,jitter_ms
1616388636,605752,1616388636628,1616388636605,23,0
1616388637,107748,1616388637331,1616388637107,224,201
1616388637,608748,1616388637074,1616388637608,0,224
1616388638,110748,1616388638252,1616388638110,142,142
1616388638,612748,1616388638662,1616388638612,50,92
1616388639,114748,1616388639174,1616388639114,60,10
1616388639,616748,1616388639684,1616388639616,68,8
1616388640,118748,1616388640299,1616388640118,181,113
1616388640,620748,1616388640071,1616388640620,0,181
1616388641,122748,1616388641137,1616388641122,15,15
1616388641,624748,1616388641836,1616388641624,212,197
1616388642,126748,1616388642348,1616388642126,222,10
1616388642,627748,1616388642758,1616388642627,131,91
1616388643,129748,1616388643167,1616388643129,38,93
1616388643,631748,1616388643782,1616388643631,151,113
1616388644,133748,1616388644148,1616388644133,15,136
1616388644,635748,1616388644065,1616388644635,0,15
1616388645,137748,1616388645215,1616388645137,78,78
1616388645,639748,1616388645829,1616388645639,190,112
1616388646,141748,1616388646442,1616388646141,301,111
1616388646,643748,1616388648081,1616388646643,1438,1137
1616388647,145748,1616388648083,1616388647145,938,500
1616388647,647748,1616388648085,1616388647647,438,500
1616388648,149748,1616388648164,1616388648149,15,423
1616388648,651748,1616388648697,1616388648651,46,31
1616388649,153748,1616388649209,1616388649153,56,10
1616388649,655748,1616388649823,1616388649655,168,112
1616388650,157748,1616388650233,1616388650157,76,92
1616388650,659748,1616388650745,1616388650659,86,10
1616388651,161748,1616388651359,1616388651161,198,112
1616388651,663748,1616388651769,1616388651663,106,92
1616388652,165748,1616388652384,1616388652165,219,113
1616388652,667748,1616388652793,1616388652667,126,93
1616388653,169748,1616388653305,1616388653169,136,10
1616388653,671748,1616388653714,1616388653671,43,93
1616388654,173748,1616388654232,1616388654173,59,16
1616388654,675748,1616388654841,1616388654675,166,107
1616388655,177748,1616388655353,1616388655177,176,10
1616388655,679748,1616388655762,1616388655679,83,93
1616388656,181748,1616388656377,1616388656181,196,113
1616388656,683748,1616388656786,1616388656683,103,93
1616388657,185748,1616388657304,1616388657185,119,16
1616388657,687748,1616388657913,1616388657687,226,107
1616388658,189748,1616388658022,1616388658189,0,226
1616388658,691748,1616388658835,1616388658691,144,144
1616388659,193748,1616388659244,1616388659193,51,93
1616388659,695748,1616388659756,1616388659695,61,10
1616388660,197748,1616388660037,1616388660197,0,61
1616388660,699748,1616388660078,1616388660699,0,0
1616388661,201748,1616388661497,1616388661201,296,296
1616388661,703748,1616388661804,1616388661703,101,195
1616388662,205748,1616388662418,1616388662205,213,112
1616388662,707748,1616388662828,1616388662707,121,92
1616388663,208748,1616388663034,1616388663208,0,121
1616388663,710748,1616388663075,1616388663710,0,0
1616388664,212748,1616388664364,1616388664212,152,152
1616388664,714748,1616388664774,1616388664714,60,92
1616388665,216748,1616388665285,1616388665216,69,9
1616388665,718748,1616388665901,1616388665718,183,114
1616388666,220748,1616388666412,1616388666220,192,9
1616388666,722748,1616388666924,1616388666722,202,10
1616388667,224748,1616388667334,1616388667224,110,92
1616388667,726748,1616388667948,1616388667726,222,112
1616388668,227748,1616388668358,1616388668227,131,91
1616388668,729748,1616388668767,1616388668729,38,93
1616388669,231748,1616388669279,1616388669231,48,10
1616388669,733748,1616388669894,1616388669733,161,113
1616388670,235748,1616388670508,1616388670235,273,112
1616388670,737748,1616388670815,1616388670737,78,195
1616388671,239748,1616388671043,1616388671239,0,78
1616388671,741748,1616388671839,1616388671741,98,98
1616388672,243748,1616388672352,1616388672243,109,11
1616388672,745748,1616388672966,1616388672745,221,112
1616388673,247748,1616388673375,1616388673247,128,93
1616388673,749748,1616388673785,1616388673749,36,92
1616388674,251748,1616388674399,1616388674251,148,112
1616388674,753748,1616388674809,1616388674753,56,92
1616388675,255748,1616388675321,1616388675255,66,10
1616388675,757748,1616388675935,1616388675757,178,112
1616388676,259748,1616388676055,1616388676259,0,178
1616388676,761748,1616388676857,1616388676761,96,96
1616388677,263748,1616388677471,1616388677263,208,112
1616388677,765748,1616388677882,1616388677765,117,91
1616388678,267748,1616388678393,1616388678267,126,9
1616388678,769748,1616388678803,1616388678769,34,92
1616388679,271748,1616388679417,1616388679271,146,112
1616388679,773748,1616388679827,1616388679773,54,92
1616388680,275748,1616388680339,1616388680275,64,10
1616388680,777748,1616388680851,1616388680777,74,10
1616388681,279748,1616388681465,1616388681279,186,112
1616388681,781748,1616388681875,1616388681781,94,92
1616388682,283748,1616388682298,1616388682283,15,79
1616388682,785747,1616388683000,1616388682785,215,200
1616388683,287747,1616388683301,1616388683287,14,201
1616388683,789747,1616388683804,1616388683789,15,1
1616388684,290747,1616388684304,1616388684290,14,1
1616388684,792747,1616388684807,1616388684792,15,1
1616388685,294747,1616388685309,1616388685294,15,0
1616388685,796747,1616388685081,1616388685796,0,15
1616388686,298747,1616388686313,1616388686298,15,15
1616388686,800747,1616388686815,1616388686800,15,0
1616388687,302747,1616388687315,1616388687302,13,2
1616388687,803747,1616388687916,1616388687803,113,100
1616388688,305747,1616388688531,1616388688305,226,113
1616388688,807747,1616388688838,1616388688807,31,195
1616388689,309747,1616388689452,1616388689309,143,112
1616388689,811747,1616388689862,1616388689811,51,92
1616388690,313747,1616388690374,1616388690313,61,10
1616388690,815747,1616388690988,1616388690815,173,112
1616388691,317747,1616388691398,1616388691317,81,92
1616388691,819747,1616388691833,1616388691819,14,67
1616388692,321747,1616388692422,1616388692321,101,87
