s,us,chegada,envio,delay_ms,jitter_ms
1616388960,589746,1616388960614,1616388960589,25,0
1616388961,590742,1616388961633,1616388961590,43,18
1616388962,592742,1616388962657,1616388962592,65,22
1616388963,594742,1616388963681,1616388963594,87,22
1616388964,596742,1616388964612,1616388964596,16,71
1616388965,598742,1616388965728,1616388965598,130,114
1616388966,600742,1616388966649,1616388966600,49,81
1616388967,602742,1616388967676,1616388967602,74,25
1616388968,604742,1616388968698,1616388968604,94,20
1616388969,606742,1616388969721,1616388969606,115,21
1616388970,608742,1616388970644,1616388970608,36,79
1616388971,610742,1616388971667,1616388971610,57,21
1616388972,612742,1616388972691,1616388972612,79,22
1616388973,614742,1616388973715,1616388973614,101,22
1616388974,616742,1616388974739,1616388974616,123,22
1616388975,618742,1616388975066,1616388975618,0,123
1616388976,620742,1616388976685,1616388976620,65,65
1616388977,622742,1616388977709,1616388977622,87,22
1616388978,624742,1616388978733,1616388978624,109,22
1616388979,626742,1616388979757,1616388979626,131,22
1616388980,628742,1616388980678,1616388980628,50,81
1616388981,630742,1616388981704,1616388981630,74,24
1616388982,632742,1616388982726,1616388982632,94,20
1616388983,634748,1616388983757,1616388983634,123,29
1616388984,636742,1616388984672,1616388984636,36,87
1616388985,638742,1616388985697,1616388985638,59,23
1616388986,640742,1616388986727,1616388986640,87,28
1616388987,642742,1616388987744,1616388987642,102,15
1616388988,644742,1616388988769,1616388988644,125,23
1616388989,646742,1616388989691,1616388989646,45,80
1616388990,648742,1616388990663,1616388990648,15,30
1616388991,650742,1616388991738,1616388991650,88,73
1616388992,652742,1616388992762,1616388992652,110,22
1616388993,654742,1616388993683,1616388993654,29,81
1616388994,656742,1616388994707,1616388994656,51,22
1616388995,658742,1616388995732,1616388995658,74,23
1616388996,660742,1616388996756,1616388996660,96,22
1616388997,662742,1616388997078,1616388997662,0,96
1616388998,663742,1616388998702,1616388998663,39,39
1616388999,665742,1616388999726,1616388999665,61,22
1616389000,667742,1616389000075,1616389000667,0,61
1616389001,669742,1616389001773,1616389001669,104,104
1616389002,671742,1616389002797,1616389002671,126,22
1616389003,673742,1616389003718,1616389003673,45,81
1616389004,675742,1616389004742,1616389004675,67,22
1616389005,677742,1616389005766,1616389005677,89,22
1616389006,679741,1616389006791,1616389006679,112,23
1616389007,681741,1616389007712,1616389007681,31,81
1616389008,683741,1616389008736,1616389008683,53,22
1616389009,685741,1616389009761,1616389009685,76,23
1616389010,687741,1616389010784,1616389010687,97,21
1616389011,689741,1616389011808,1616389011689,119,22
1616389012,690741,1616389012731,1616389012690,41,78
1616389013,692741,1616389013754,1616389013692,62,21
1616389014,694741,1616389014777,1616389014694,83,21
1616389015,696741,1616389015802,1616389015696,106,23
1616389016,698741,1616389016827,1616389016698,129,23
1616389017,700741,1616389017748,1616389017700,48,81
1616389018,702741,1616389018773,1616389018702,71,23
1616389019,704741,1616389019795,1616389019704,91,20
