s,us,chegada,envio,delay_ms,jitter_ms
1616540956,497757,1616540956589,1616540956497,92,0
1616540959,499742,1616540959556,1616540959499,57,35
1616540962,501742,1616540962629,1616540962501,128,71
1616540965,503742,1616540965598,1616540965503,95,33
1616540968,505742,1616540968568,1616540968505,63,32
1616540971,507742,1616540971537,1616540971507,30,33
1616540974,509742,1616540974609,1616540974509,100,70
1616540977,511742,1616540977579,1616540977511,68,32
1616540980,513742,1616540980548,1616540980513,35,33
1616540983,515742,1616540983062,1616540983515,0,35
1616540986,517742,1616540986059,1616540986517,0,0
1616540989,519742,1616540989559,1616540989519,40,40
1616540992,521742,1616540992631,1616540992521,110,70
1616540995,523742,1616540995601,1616540995523,78,32
1616540998,525742,1616540998571,1616540998525,46,32
1616541001,527741,1616541001613,1616541001527,86,40
1616541004,528741,1616541004612,1616541004528,84,2
1616541007,530741,1616541007582,1616541007530,52,32
1616541010,532741,1616541010654,1616541010532,122,70
1616541013,534741,1616541013623,1616541013534,89,33
