s,us,chegada,envio,delay_ms,jitter_ms
1616389151,59753,1616389151147,1616389151059,88,0
1616389152,61749,1616389152098,1616389152061,37,51
1616389153,63749,1616389153012,1616389153063,0,37
1616389154,65749,1616389154145,1616389154065,80,80
1616389155,67749,1616389155082,1616389155067,15,65
1616389156,69749,1616389156193,1616389156069,124,109
1616389157,71749,1616389157114,1616389157071,43,81
1616389158,73749,1616389158141,1616389158073,68,25
1616389159,75749,1616389159164,1616389159075,89,21
1616389160,77749,1616389160187,1616389160077,110,21
1616389161,79749,1616389161021,1616389161079,0,110
1616389162,81749,1616389162131,1616389162081,50,50
1616389163,83749,1616389163155,1616389163083,72,22
1616389164,85749,1616389164181,1616389164085,96,24
1616389165,87749,1616389165205,1616389165087,118,22
1616389166,90749,1616389166125,1616389166090,35,83
1616389167,92749,1616389167149,1616389167092,57,22
1616389168,94749,1616389168174,1616389168094,80,23
1616389169,96749,1616389169197,1616389169096,101,21
1616389170,98749,1616389170221,1616389170098,123,22
1616389171,100749,1616389171144,1616389171100,44,79
1616389172,102749,1616389172168,1616389172102,66,22
1616389173,104749,1616389173191,1616389173104,87,21
1616389174,106749,1616389174216,1616389174106,110,23
1616389175,108749,1616389175024,1616389175108,0,110
1616389176,110749,1616389176162,1616389176110,52,52
1616389177,112749,1616389177185,1616389177112,73,21
1616389178,114749,1616389178021,1616389178114,0,73
1616389179,116749,1616389179232,1616389179116,116,116
1616389180,119749,1616389180155,1616389180119,36,80
1616389181,121749,1616389181178,1616389181121,57,21
1616389182,123749,1616389182203,1616389182123,80,23
1616389183,125749,1616389183228,1616389183125,103,23
1616389184,127749,1616389184251,1616389184127,124,21
1616389185,129749,1616389185173,1616389185129,44,80
1616389186,131749,1616389186197,1616389186131,66,22
1616389187,133749,1616389187221,1616389187133,88,22
1616389188,135749,1616389188245,1616389188135,110,22
1616389189,137749,1616389189167,1616389189137,30,80
1616389190,139749,1616389190191,1616389190139,52,22
1616389191,141749,1616389191215,1616389191141,74,22
1616389192,143749,1616389192238,1616389192143,95,21
1616389193,145749,1616389193262,1616389193145,117,22
1616389194,147749,1616389194184,1616389194147,37,80
1616389195,149749,1616389195208,1616389195149,59,22
1616389196,151749,1616389196232,1616389196151,81,22
1616389197,153747,1616389197256,1616389197153,103,22
1616389198,155747,1616389198028,1616389198155,0,103
1616389199,157748,1616389199202,1616389199157,45,45
1616389200,159748,1616389200225,1616389200159,66,21
1616389201,161747,1616389201025,1616389201161,0,66
1616389202,163748,1616389202274,1616389202163,111,111
1616389203,165748,1616389203195,1616389203165,30,81
1616389204,167748,1616389204219,1616389204167,52,22
1616389205,169748,1616389205244,1616389205169,75,23
1616389206,171748,1616389206267,1616389206171,96,21
1616389207,173747,1616389207292,1616389207173,119,23
1616389208,174748,1616389208213,1616389208174,39,80
1616389209,176747,1616389209237,1616389209176,61,22
1616389210,178748,1616389210261,1616389210178,83,22
