s,us,chegada,envio,delay_ms,jitter_ms
1616389345,638750,1616389345662,1616389345638,24,0
1616389345,739746,1616389345752,1616389345739,13,11
1616389345,840746,1616389345854,1616389345840,14,1
1616389345,941746,1616389345955,1616389345941,14,0
1616389346,42746,1616389346056,1616389346042,14,0
1616389346,143746,1616389346157,1616389346143,14,0
1616389346,244746,1616389346258,1616389346244,14,0
1616389346,345746,1616389346358,1616389346345,13,1
1616389346,446746,1616389346046,1616389346446,0,13
1616389346,547746,1616389346561,1616389346547,14,14
1616389346,648746,1616389346662,1616389346648,14,0
1616389346,749746,1616389346765,1616389346749,16,2
1616389346,850746,1616389346864,1616389346850,14,2
1616389346,951749,1616389346965,1616389346951,14,0
1616389347,52749,1616389347067,1616389347052,15,1
1616389347,154751,1616389347168,1616389347154,14,1
1616389347,256746,1616389347271,1616389347256,15,1
1616389347,359750,1616389347374,1616389347359,15,0
1616389347,461746,1616389347476,1616389347461,15,0
1616389347,564749,1616389347578,1616389347564,14,1
1616389347,666750,1616389347068,1616389347666,0,14
1616389347,768746,1616389347783,1616389347768,15,15
1616389347,871749,1616389347886,1616389347871,15,0
1616389347,973746,1616389347987,1616389347973,14,1
1616389348,76749,1616389348089,1616389348076,13,1
1616389348,178749,1616389348192,1616389348178,14,1
1616389348,280746,1616389348294,1616389348280,14,0
1616389348,383749,1616389348397,1616389348383,14,0
1616389348,484746,1616389348499,1616389348484,15,1
1616389348,585746,1616389348602,1616389348585,17,2
1616389348,686746,1616389348702,1616389348686,16,1
1616389348,787750,1616389348805,1616389348787,18,2
1616389348,888746,1616389348903,1616389348888,15,3
1616389348,990746,1616389349004,1616389348990,14,1
1616389349,92746,1616389349106,1616389349092,14,0
1616389349,194746,1616389349207,1616389349194,13,1
1616389349,295746,1616389349311,1616389349295,16,3
1616389349,397746,1616389349041,1616389349397,0,16
1616389349,498746,1616389349513,1616389349498,15,15
1616389349,600746,1616389349614,1616389349600,14,1
1616389349,702746,1616389349716,1616389349702,14,0
1616389349,804746,1616389349819,1616389349804,15,1
1616389349,906746,1616389349092,1616389349906,0,15
1616389350,8746,1616389350023,1616389350008,15,15
1616389350,110746,1616389350125,1616389350110,15,0
1616389350,212746,1616389350227,1616389350212,15,0
1616389350,314746,1616389350328,1616389350314,14,1
1616389350,416746,1616389350431,1616389350416,15,1
1616389350,518746,1616389350533,1616389350518,15,0
1616389350,620746,1616389350633,1616389350620,13,2
1616389350,721746,1616389350735,1616389350721,14,1
1616389350,823746,1616389350084,1616389350823,0,14
1616389350,925746,1616389350094,1616389350925,0,0
1616389351,27746,1616389351042,1616389351027,15,15
1616389351,129746,1616389351144,1616389351129,15,0
1616389351,231746,1616389351245,1616389351231,14,1
1616389351,333746,1616389351347,1616389351333,14,0
1616389351,435746,1616389351449,1616389351435,14,0
1616389351,537746,1616389351551,1616389351537,14,0
1616389351,639746,1616389351654,1616389351639,15,1
1616389351,741746,1616389351756,1616389351741,15,0
1616389351,843746,1616389351857,1616389351843,14,1
1616389351,945746,1616389351096,1616389351945,0,14
1616389352,47746,1616389352061,1616389352047,14,14
1616389352,149746,1616389352163,1616389352149,14,0
1616389352,251746,1616389352265,1616389352251,14,0
1616389352,353746,1616389352367,1616389352353,14,0
1616389352,455746,1616389352047,1616389352455,0,14
1616389352,557746,1616389352572,1616389352557,15,15
1616389352,659746,1616389352674,1616389352659,15,0
1616389352,761746,1616389352775,1616389352761,14,1
1616389352,863746,1616389352878,1616389352863,15,1
1616389352,965746,1616389352979,1616389352965,14,1
1616389353,67746,1616389353082,1616389353067,15,1
1616389353,169746,1616389353184,1616389353169,15,0
1616389353,271746,1616389353285,1616389353271,14,1
1616389353,373746,1616389353392,1616389353373,19,5
1616389353,475746,1616389353489,1616389353475,14,5
1616389353,577746,1616389353591,1616389353577,14,0
1616389353,679746,1616389353694,1616389353679,15,1
1616389353,781746,1616389353795,1616389353781,14,1
1616389353,883746,1616389353897,1616389353883,14,0
1616389353,985746,1616389353999,1616389353985,14,0
1616389354,87746,1616389354102,1616389354087,15,1
1616389354,189746,1616389354203,1616389354189,14,1
1616389354,291746,1616389354305,1616389354291,14,0
1616389354,393746,1616389354408,1616389354393,15,1
1616389354,495746,1616389354511,1616389354495,16,1
1616389354,597746,1616389354611,1616389354597,14,2
1616389354,699746,1616389354713,1616389354699,14,0
1616389354,801746,1616389354816,1616389354801,15,1
1616389354,903746,1616389354918,1616389354903,15,0
1616389355,5746,1616389355019,1616389355005,14,1
1616389355,107746,1616389355123,1616389355107,16,2
1616389355,209746,1616389355223,1616389355209,14,2
1616389355,311746,1616389355325,1616389355311,14,0
1616389355,413746,1616389355427,1616389355413,14,0
1616389355,515746,1616389355529,1616389355515,14,0
1616389355,617746,1616389355631,1616389355617,14,0
1616389355,719746,1616389355733,1616389355719,14,0
1616389355,821746,1616389355836,1616389355821,15,1
1616389355,923746,1616389355938,1616389355923,15,0
1616389356,25746,1616389356039,1616389356025,14,1
1616389356,127746,1616389356142,1616389356127,15,1
1616389356,229746,1616389356243,1616389356229,14,1
1616389356,331746,1616389356345,1616389356331,14,0
1616389356,433746,1616389356447,1616389356433,14,0
1616389356,535746,1616389356549,1616389356535,14,0
1616389356,637746,1616389356652,1616389356637,15,1
1616389356,739746,1616389356753,1616389356739,14,1
1616389356,841746,1616389356856,1616389356841,15,1
1616389356,943746,1616389356957,1616389356943,14,1
1616389357,45746,1616389357059,1616389357045,14,0
1616389357,147746,1616389357161,1616389357147,14,0
1616389357,249746,1616389357263,1616389357249,14,0
1616389357,351746,1616389357365,1616389357351,14,0
1616389357,453746,1616389357467,1616389357453,14,0
1616389357,555746,1616389357571,1616389357555,16,2
1616389357,657746,1616389357672,1616389357657,15,1
1616389357,759746,1616389357774,1616389357759,15,0
1616389357,861746,1616389357875,1616389357861,14,1
1616389357,963746,1616389357979,1616389357963,16,2
1616389358,65746,1616389358079,1616389358065,14,2
1616389358,167746,1616389358181,1616389358167,14,0
1616389358,269746,1616389358283,1616389358269,14,0
1616389358,371746,1616389358385,1616389358371,14,0
1616389358,473746,1616389358487,1616389358473,14,0
1616389358,575746,1616389358589,1616389358575,14,0
1616389358,677746,1616389358691,1616389358677,14,0
1616389358,779746,1616389358793,1616389358779,14,0
1616389358,881746,1616389358895,1616389358881,14,0
1616389358,983746,1616389358996,1616389358983,13,1
1616389359,85746,1616389359001,1616389359085,0,13
1616389359,187746,1616389359201,1616389359187,14,14
1616389359,289746,1616389359304,1616389359289,15,1
1616389359,391746,1616389359405,1616389359391,14,1
1616389359,493746,1616389359507,1616389359493,14,0
1616389359,595746,1616389359609,1616389359595,14,0
1616389359,697746,1616389359711,1616389359697,14,0
1616389359,799746,1616389359813,1616389359799,14,0
1616389359,901746,1616389359915,1616389359901,14,0
1616389360,3746,1616389360002,1616389360003,0,14
1616389360,105746,1616389360119,1616389360105,14,14
1616389360,207746,1616389360221,1616389360207,14,0
1616389360,309746,1616389360323,1616389360309,14,0
1616389360,411746,1616389360426,1616389360411,15,1
1616389360,513746,1616389360527,1616389360513,14,1
1616389360,615746,1616389360629,1616389360615,14,0
1616389360,717746,1616389360732,1616389360717,15,1
