s,us,chegada,envio,delay_ms,jitter_ms
1616540466,686767,1616540466715,1616540466686,29,0
1616540468,688763,1616540468777,1616540468688,89,60
1616540470,690763,1616540470723,1616540470690,33,56
1616540472,692763,1616540472771,1616540472692,79,46
1616540474,694763,1616540474818,1616540474694,124,45
1616540476,696763,1616540476764,1616540476696,68,56
1616540478,698763,1616540478814,1616540478698,116,48
1616540480,700763,1616540480757,1616540480700,57,59
1616540482,702763,1616540482805,1616540482702,103,46
1616540484,704763,1616540484751,1616540484704,47,56
1616540486,706763,1616540486799,1616540486706,93,46
1616540488,708763,1616540488744,1616540488708,36,57
1616540490,710763,1616540490792,1616540490710,82,46
1616540492,712763,1616540492084,1616540492712,0,82
1616540494,714763,1616540494786,1616540494714,72,72
1616540496,716763,1616540496834,1616540496716,118,46
1616540498,717763,1616540498078,1616540498717,0,118
1616540500,719763,1616540500827,1616540500719,108,108
1616540502,721763,1616540502773,1616540502721,52,56
1616540504,723763,1616540504821,1616540504723,98,46
1616540506,725763,1616540506766,1616540506725,41,57
1616540508,727763,1616540508815,1616540508727,88,47
1616540510,729763,1616540510076,1616540510729,0,88
1616540512,731761,1616540512808,1616540512731,77,77
1616540514,733761,1616540514856,1616540514733,123,46
1616540516,735762,1616540516801,1616540516735,66,57
1616540518,737761,1616540518849,1616540518737,112,46
1616540520,739761,1616540520794,1616540520739,55,57
1616540522,741762,1616540522842,1616540522741,101,46
1616540524,743762,1616540524787,1616540524743,44,57
